MONTH,YEAR,ANDAMAN & NICOBAR ISLANDS,ARUNACHAL PRADESH,ASSAM & MEGHALAYA,BIHAR,CHHATTISGARH,COASTAL ANDHRA PRADESH,COASTAL KARNATAKA,EAST MADHYA PRADESH,EAST RAJASTHAN,EAST UTTAR PRADESH,GANGETIC WEST BENGAL,GUJARAT REGION,HARYANA DELHI & CHANDIGARH,HIMACHAL PRADESH,JAMMU & KASHMIR,JHARKHAND,KERALA,KONKAN & GOA,LAKSHADWEEP,MADHYA MAHARASHTRA,MATATHWADA,NAGA MANI MIZO TRIPURA,NORTH INTERIOR KARNATAKA,ORISSA,PUNJAB,RAYALSEEMA,SAURASHTRA & KUTCH,SOUTH INTERIOR KARNATAKA,SUB HIMALAYAN WEST BENGAL & SIKKIM,TAMIL NADU,TELANGANA,UTTARAKHAND,VIDARBHA,WEST MADHYA PRADESH,WEST RAJASTHAN,WEST UTTAR PRADESH
NOV,1908,208.1,NA,3.8,0,0,2.1,2.5,0.4,1.4,0,0.2,0,1.1,7.3,1.2,0.1,47.9,1.6,98,4,0,106.5,1.1,0,1.7,27.9,0,1.2,2.3,36.1,0,2.6,0,0.4,1,0.7
DEC,1908,196.9,NA,0,0.3,1.1,0,0,5,0.1,0.3,0,0,0.6,22.5,86,0.1,11,0,96.7,0,0,0,0.1,0,2,6.8,0,0.5,0,20.1,0.7,6.6,3.9,1.8,0,1.3
JAN,1909,NA,NA,19,7,11.3,1.3,4,19.8,4.9,8.4,5.6,0.1,5.9,111,91.9,32.2,54.1,0.1,70.4,1.2,5.5,6,2.4,5.7,34,89.2,0.2,19.8,2.1,116.5,0.5,75.8,1.3,3.5,1.9,16.7
FEB,1909,NA,NA,8.9,6.3,5.8,1.3,1,16.3,1.4,5.4,6.4,0.5,13.1,82.1,149.3,10.1,11.8,0,0,0.1,1.6,4.7,0.1,11.9,21,0,3.5,1.2,8.6,11.2,5.9,43.1,10,2.1,6.5,6.1
MAR,1909,NA,NA,4.4,0,3.1,0.2,3.7,5.3,0,0,0.6,0.1,0,25.4,56.1,0.9,61.3,0.1,34.2,0.7,8.4,3.1,10.1,4.8,0.2,0,0,6.7,0,7.7,0.5,8.7,4.8,0.4,0,0.1
APR,1909,NA,NA,195,72.8,112.8,112.2,6.3,72.4,43.2,66.6,145.2,5.5,78.1,31.7,48,78.8,93.8,0.3,92.4,1.4,4.2,201.8,11.8,148.4,48.6,42.2,3.6,42.1,147.8,68.6,26.4,64.6,31.5,24.8,23.7,69
MAY,1909,NA,NA,310.4,25.8,6.1,34,200.1,6.2,5.2,6.6,97.2,2.6,2.8,19,43.1,27.2,473.2,7.8,48.4,38.5,22.2,235.1,55.3,53.1,1.8,105.4,1,166.6,191.9,117.4,2.2,16.5,17.9,9.8,2.3,2.8
JUN,1909,NA,NA,639.4,446,266.1,109.7,943.1,208.5,115.3,248.9,335,160.5,123.7,107.6,68.2,314,704.7,759.5,204,179.6,217.2,415.3,110.3,288.2,81.3,34.8,99.6,138.9,896,30.8,133.8,306.5,157.1,150,29.2,163.3
JUL,1909,NA,NA,345,256.2,473.9,154.2,1285.6,387,299.4,399,232.4,415.6,228.7,292.4,252.2,319.9,782.3,1301.8,122.4,247,194.3,348.9,140.4,452.7,240.9,61.5,247.5,245.5,340.9,36.1,288.3,565.8,405,246.2,158.2,350.6
AUG,1909,NA,NA,445.2,352.4,210.8,193.1,315.6,240.5,207.4,206.9,504.3,242.6,118.9,234.5,264.7,360.3,258,381.5,368.8,101.6,173.8,540,175.6,234.3,178.7,290.1,64.8,190.5,600.5,206.6,168.6,464.2,176,257.9,73.9,155.1
SEP,1909,NA,NA,216.4,175.4,142.8,169.8,293.8,123.6,82.5,135.3,273,143.3,162.4,105.9,237.7,267.8,195.4,384.4,105.1,146.2,223.5,245.8,106.2,234,197.2,205,157.2,109,340.2,106.1,138.5,94.4,160.3,106.8,114.5,106.8
OCT,1909,NA,NA,162.4,43.1,6.7,13.4,68.8,0.2,1.7,9,75.3,1.5,3.1,17.6,55.2,23.4,212.1,17.5,340.5,31.1,21.4,167.7,50,42.3,1.5,29.4,2.3,121.5,136.8,158,4.6,8,7.3,0.9,0.6,1.1
NOV,1909,NA,NA,24.6,0,0,3.1,47.8,0,0,0,1.3,0,0,0,0.1,0,171.1,7.4,45,3.1,0.4,71.4,12,1.8,0,12.8,0,35.8,3.6,74.7,0,0.7,0,0,0,0
DEC,1909,NA,NA,6.3,5.6,44.7,75.2,3.2,42.2,20.8,20.5,21.4,5.5,32.7,49.9,73.4,13.3,32.3,0.1,32.3,4.7,20.3,69,1.6,58.1,40.5,0.3,6.7,9.7,1.8,20.8,0.2,69.5,90.6,27.9,15.4,31.4
JAN,1910,26.6,NA,9.2,2.4,9,0.9,0,10,7.9,4.4,23,0.6,19.7,49.9,123.6,20.7,2.7,0,2.3,0,0,26,0,10.6,27.1,0.6,0.3,0,2.5,9.2,0,34.6,0,1.5,2.2,11.1
FEB,1910,22.7,NA,32.1,4.8,0.6,2.4,0,0.1,1.1,0.2,10.8,0,5.1,48.9,85.1,9,25.7,0,0,0,0,10.9,0,0.6,5.6,2.1,0,1.1,17.4,21.2,0,38.8,0,0,0.2,2.5
MAR,1910,206.3,NA,152.8,6.6,3.7,0.2,5,0.2,0,0.5,9.4,0,0.1,42.7,65.6,2.4,23.3,0.3,32.8,1,0.9,30.7,4.5,2.1,1.1,0.7,0,7.5,73.2,2.4,0,12.1,0,0.3,0,0
APR,1910,89.3,NA,211.5,5.7,21.5,31.9,6.2,2.6,1.9,1.6,48.4,0.1,2.1,48.9,99.7,24.4,124.5,0,34.3,0,0,138.4,2.5,52.7,2.7,13.1,0.4,27,47.4,26.8,4.2,21.4,0.1,0.3,3.6,1.4
MAY,1910,224.5,NA,274.6,51.5,13.3,22.6,40.2,9.6,1.2,28.6,101.7,0,3.1,46.8,33,43.7,148.8,2.6,201.1,13.1,3.1,228,28.2,60.6,1.4,33.3,0.5,89.8,170.4,64.7,25,59.3,10,0.7,0.3,13.5
JUN,1910,472.7,NA,582.5,279.5,246,179.6,1042.2,221.3,124.6,163.8,241.8,262.6,69,133.5,126.2,255.5,680,832.4,340.4,204.6,202.1,444.8,78.2,258.8,111.4,46.5,163.8,124.9,833.7,51.5,220.9,231,289.1,171,67.3,88
JUL,1910,264.3,NA,738.3,365.1,296.6,222.2,589.5,225.6,114,231.1,319.4,290.2,107.9,408.3,193.7,268.6,484.1,407.8,155.2,172,166.7,405,127.9,381.8,143.9,197.9,162.1,254.1,859.8,148.1,198.2,505.6,297.4,183.5,50.5,120.3
AUG,1910,337.4,NA,418.3,328.8,441.4,204.5,651.2,377.5,250.2,341.4,250.9,338.5,150.4,355.4,276.1,334.5,473.8,763.2,292.4,228.6,188.5,439.8,195.5,368.7,217.9,188.2,194.2,232.6,489.2,142,150.3,526.8,278.7,273.9,156.6,274.5
SEP,1910,626.6,NA,247.8,258.5,265.2,216.8,441.7,258,134.2,213.5,209.6,44.7,159.7,174.2,39.4,244.7,248.6,374.6,301.8,195.7,467.9,336.2,186.3,237.9,79.5,165.3,24.7,123.5,353.1,52.4,230.5,253.9,300.3,244.1,12.2,205.4
OCT,1910,208.2,NA,199.7,73.8,92.6,286.4,177.8,49,48.2,103,170.7,23.1,87.3,37,0.4,84.2,356.6,121.4,317.1,70,59.7,196,104.1,216.2,21,205.1,3.6,219.6,188,278,101.4,264.6,57.7,50.3,0.5,149.5
NOV,1910,267.3,NA,16.2,21.7,17.4,87.2,67,68.3,2,28,0.2,14.8,0,5.5,0.1,9.4,280.4,41.7,171.8,30.2,45.3,12.3,32.3,8.5,0,148.4,0.2,77,11.2,146.7,45.3,8.4,60.8,33.8,0,9.1
DEC,1910,153.5,NA,4.3,0,0,0,0,0,0,0.2,0,0,0.8,55.8,66.7,0.3,0.1,0,0,0,0,0,0,0,4.8,0,0,0,0.2,0.6,0,7.4,0,0,0,0.4
JAN,1911,0,NA,74.2,9.4,2.2,0,0,22.7,13.6,40.1,1.2,3.5,66.5,246.3,344.8,0.7,3,0.2,22.4,2,6.4,47.3,0,0,112.1,0,1.5,0.8,22.9,2.8,0,211.4,18.2,16.2,2.8,63.8
FEB,1911,8.4,NA,19,0.1,0,0,0,0.8,0.5,0.1,2.9,0,1.3,21.9,52.3,0.2,4.3,0,0,0.1,0,11.9,0,2.7,7.3,0,0,0.1,6.7,1.1,0,4.2,0,0.5,0.3,0.5
MAR,1911,0,NA,93,28.2,21.7,10.3,0,15.9,18.3,29.1,42.8,18.9,53.3,277.3,285.4,31.5,18.2,3.2,0,2.2,0,102.2,5.1,26.2,108.5,0.8,35.5,5.2,40.8,6,7.9,190.3,2.2,3.5,37.3,31.6
APR,1911,122.5,NA,234,13.1,0.8,14.4,3.2,0.8,0.7,2.2,35.3,0,0.7,35.1,53.1,7.7,51,0,0,0.2,0,141.3,3.1,18.6,3.7,20.9,0,28.8,117.3,30.8,0.7,20.4,0,0,1.9,0.8
MAY,1911,327.3,NA,431.7,41.7,9,31.2,71,3.9,0.1,4,110.4,0.9,0.1,8.8,18.7,25.5,180.6,17.1,104.2,12,3,331.3,43.2,56.6,1,65,0.5,123.2,315.2,72.1,7.8,19.5,2.6,0.8,0.1,0.3
JUN,1911,649,NA,534,312.3,366.7,150.5,749.5,204.7,69.3,121.8,276.6,158,53.1,121,76.7,391.6,990,543.6,425.3,136.9,85.5,444.9,87.6,351.6,64.9,54,42.1,174.8,575.4,70.7,133.9,204.1,218,112.2,26,58.8
JUL,1911,253,NA,618.6,199,215.7,158.1,830.1,175.9,42.6,85.9,168.4,66.7,26.3,103.2,95.1,164.2,705.3,585.6,245.5,137.7,231.9,471.5,151.5,172.2,26.4,73.6,12.6,225.7,853.2,50.3,122.1,149.3,205.9,111.1,3.2,57.4
AUG,1911,187.1,NA,417.1,425.5,474.6,76.2,538.3,362.6,73.8,320.7,261.5,93.4,49.3,240.9,144.4,410.3,178.6,750.3,60.3,153.2,175,397.9,71.6,406.2,103.5,47.5,27.4,84,430.4,28.9,176.3,381.9,292.3,154.2,14.8,135.6
SEP,1911,464.5,NA,387.8,279.1,244.6,160.4,110.3,296.4,173.6,373.4,260.2,57.7,208.7,174.4,72.8,303.5,60.2,175.5,67.9,29.9,68.6,287.8,67.4,270,34,107.6,19.9,63.3,493.3,120.5,174.4,266.4,176.1,222.3,44.5,346.2
OCT,1911,333.8,NA,257.4,122.8,131.6,119.7,160.8,62.9,6.4,99.4,93.3,0.5,10.7,24,15.1,100.5,302.3,34.2,316.1,23.6,0.2,226,61.4,92.3,11.7,102.1,0.2,156.7,326.4,125.6,23,19.7,27.5,11.8,5.9,17.2
NOV,1911,94.5,NA,26.3,17.8,37.4,77.6,41.6,50.5,21.2,37.1,12.3,3.8,39.7,75.2,93.6,39.7,145.7,21.4,276,42.9,41.8,17.4,8.8,15,32.6,83.2,0.2,35.8,12.4,176.2,6,75.7,39.9,43.7,2.1,38.9
DEC,1911,247.1,NA,3,0,0,21,17.5,0,0.2,0.1,0,0.1,0,5.8,28.1,0,87.6,3.6,170,3.8,0,0.3,10.3,5.9,0.1,35.9,0.4,7.9,0.1,130.1,9.9,0,0,0,0,0.6
JAN,1912,583.7,NA,9,5.5,3.1,0,1.1,8.4,9.7,16,1.8,0.1,43.4,95.6,169.8,1.7,1.9,0,11.4,0,0,1,0,1,53.3,1.1,0,0.8,2.3,5.9,0,79,0.6,2.1,16.3,24.5
FEB,1912,0.8,NA,57.8,8.5,73.9,9.6,0,46,5.2,7.3,23.6,0,12.5,34.7,39.7,25.1,15,0,54.6,0.4,13.7,36.7,12.5,62.5,5.2,4.1,0,4.6,12,2.8,37.5,31.1,49.3,8.4,0,6
MAR,1912,0,NA,126.1,23.9,1,4.8,0,0.2,1.7,6.5,71.6,0,9,55.7,107.5,15.2,11.2,0,8.1,0,0,127.8,0,10.4,8.5,0.6,0.7,2.7,81.8,2.9,0,44.5,0.2,0.1,0.1,8.5
APR,1912,21.9,NA,301,25.4,22.6,15.2,30.5,4.8,2.7,5.7,48.9,0.2,9.2,60.1,102.8,29.7,122.7,4.1,118.6,9,6.5,305.9,42.6,49.3,19.9,5.6,0.5,41.7,134.7,18.5,20.4,27.8,6.1,0.4,2.2,4.1
MAY,1912,140.7,NA,250.2,62.7,11.3,33.6,64,3.1,5.5,18.8,109.3,0.6,2.8,54.3,61.1,42.4,217.3,28.9,165.1,20.9,9.5,222.5,38.2,39.6,10,24.3,0.3,70.1,277.3,64.2,6.6,51.4,7.2,2.2,2.9,5
JUN,1912,549.8,NA,482.7,146.8,62.3,55.9,787.6,35.6,30.8,60.6,199.4,105.1,26.5,36.9,22.9,125.2,948.2,671,417.8,88.3,62.9,344.7,43.7,113,10.6,35.4,62.6,133,397.8,46.7,28.5,103.1,54.2,48,19.7,27.5
JUL,1912,468.9,NA,567,362.4,422.5,217.9,1261.5,460.4,304.7,336.5,325.3,624.9,161.1,357.6,192.7,361.7,833.6,1242.9,171.7,307.6,177.3,392.6,226.2,388.4,173.3,67.3,428.7,291.9,743.5,34.8,263.3,333.5,364.5,322.3,119.7,238.1
AUG,1912,370.3,NA,453.4,302.9,411.9,230.1,789.2,373.5,237.6,279.1,255,291.1,134.2,346.8,152.9,347.6,534.4,541.7,152.2,150,145.9,394.8,158,405.6,197.4,93.3,133.5,181.3,553.3,74.2,196.8,423.2,391.9,264.4,96.8,224.8
SEP,1912,386.2,NA,236.8,104.7,194,188.7,160.8,165.8,48.5,117.6,134.3,38.9,119.5,126.6,14,108.7,136.8,135.2,68.9,34.7,34.6,262.8,104.4,216.4,37.5,132,20.2,176.1,335.6,126.7,149.5,259.3,117,94.8,13.4,254.8
OCT,1912,318.7,NA,181.5,14,13,86.1,220.9,1,2,0.7,99.5,13.6,0,1,4.6,34.3,469.5,71.9,267.8,86,22.8,179.1,104.9,64.5,0,157.8,2.7,190,133,244.2,7.8,2.2,6.9,2,5,0.1
NOV,1912,117.2,NA,68.4,72.6,11.3,61.7,80.1,49.2,5.1,30.2,78.7,44.1,10.5,26.9,21.4,51.2,138.7,97.5,126.2,67.7,15.2,34.9,28.3,46.5,18.5,223.8,3.4,57.6,121.9,259.3,33.4,26.9,15.6,60.6,3.7,9.5
DEC,1912,2.3,NA,9.5,0,0,0,0.4,2.5,1.8,0.5,0,0,0.5,11.4,47.3,0,22,0,92.5,0.3,0,6.1,0,0,2.2,0.2,0,0.1,0.5,23.9,0,12.3,0.5,1.9,0,1.4
JAN,1913,84.8,NA,11.9,0,4.3,0,0,1.3,0,0.6,4.1,0,1.1,21.3,68.4,1.9,3.1,0,77,0,0,4.3,0,1.2,0.9,0,0,0,0.7,2.9,0,11.4,0,0,0.1,0.2
FEB,1913,0.5,NA,90.2,38,85.4,12.9,0.4,58.4,9.5,37.1,110.7,0,42.9,126.6,141.9,111.6,5.2,0,1.8,0.2,3.4,63.4,0.9,56.3,58.7,0.4,0,0.1,35.1,3.2,13.4,91.8,24.9,7.6,8.5,37.4
MAR,1913,1.3,NA,118.4,18.1,31.8,0.5,0.5,22.7,0.8,32,35.1,0.1,22.4,72.4,95,40.1,20.7,0,50.3,0,0,109.9,0,9.6,47.5,0.9,0.1,1,46.5,6.6,0,70.3,4,3,2.7,27
APR,1913,2.5,NA,334.2,1.4,4.1,3.3,10.6,0,0.1,0.5,12.8,0,1.9,35.5,81,1,75.7,1.3,53.4,8.4,15.1,138.1,16.3,12.3,0.6,10.8,0,22.3,52.2,21,8,24.4,1.8,0,0.5,1.8
MAY,1913,190.7,NA,392.3,106.1,35.8,68.2,74.2,24.2,46,68.7,157,13.5,69.7,114.6,54.4,77.9,198.8,18.7,244,34,38.6,264.1,76.7,87.1,52.8,52.8,0.7,93.4,301.4,64.6,34.6,98.3,17.2,28.2,26.8,52
JUN,1913,530,NA,458.6,379.9,246,129,786.5,201.6,111.6,175,512,364.5,111.8,168,99.1,375.5,541.7,897.9,251.8,259.9,173,559.1,104,230,86.9,37,213.1,124.5,736.9,29.7,83.5,289.1,199.8,168.7,53.4,124.2
JUL,1913,280.8,NA,438,258.8,374.4,166.9,1048,262.5,160.7,222,367.7,423.2,142.9,215.4,152.2,321.3,763.2,1074.3,215.5,210.8,245.9,509.2,150.9,448,111.5,93.3,352.8,257.5,596.1,58.7,337.2,261.8,378.3,290,52,123.7
AUG,1913,205.8,NA,354,363,285.6,124.3,410.7,281.3,107,200,290.3,213.8,82.3,239,173.9,383.8,247.2,321.8,235.5,86.6,80.1,426.7,45,356.4,159,36.9,122.6,88.4,477.7,62.3,108.8,188.7,244.3,220.4,58.2,101.2
SEP,1913,580.1,NA,279.2,270.3,122.2,119.5,161,63.1,44,95.7,186.2,146,22.6,40.3,24.4,164.3,176.9,194.4,38.6,82.8,63.7,222.1,89.3,166.3,22.6,122.1,61.9,151,476.6,124.8,101.7,49.5,137.2,58.5,31.1,19.7
OCT,1913,288.8,NA,227.7,61,24.9,206.7,339.1,2.7,1.5,15.5,122.6,1.1,0.7,14.1,12.8,73.8,422.5,107.5,154.3,43.7,21,202.9,85.4,149.7,2.2,184.2,0.5,133.6,153.7,203.4,35.2,12.1,17.4,0.4,0.1,0.9
NOV,1913,133,NA,10.4,0.5,6.2,7.2,1.2,0.7,0.4,0,18.5,0.1,0.9,20.3,33.4,18.3,109.9,1.6,111.4,0.6,0,83.6,2.5,25.7,2.6,12.3,0,1.4,4.8,184.1,0,7.3,0.3,0.3,0.6,0.7
DEC,1913,67.5,NA,45.6,32.8,14,2.4,4,17.7,16.6,14.5,9.8,0.3,9.3,51.8,63.7,16.3,45.8,0,84.9,5.5,15.9,29.7,1.3,1.7,15.8,65.6,0.1,3.1,53.2,117.7,9.7,32.9,27.4,13.4,14.1,6.4
JAN,1914,0,NA,6.3,0.2,0,0,0,0.1,0,1.3,0,0,2.3,15.9,47.8,0.1,0.7,0,10.4,0,0,5,0,0,19.8,2.4,0,0,2.2,5.7,0,0.9,0,0,2.6,0.1
FEB,1914,0,NA,79.1,22.7,7.9,10.9,0,9.3,0.9,16.1,31,3.7,7,88.8,228.9,24.6,6.8,0.8,0,0.4,10.4,93.3,0,20.2,26.9,1.3,9.8,0.6,70,1.9,0,119.9,13.4,2.6,1.8,8.5
MAR,1914,0,NA,69.9,8,21,5.8,0,56.1,0.9,21.8,21.8,0,4.7,105.5,155.4,19.4,18.1,0,53.3,0.3,5.2,129.7,0.6,12.7,15.8,1.2,0.4,1.7,9.1,5.6,1.2,115.7,12.8,7.4,0.1,21.8
APR,1914,37.7,NA,219.6,29,38.6,73,7.2,19.8,2,8.3,56.4,0.2,22.7,110.8,153.7,23.6,32.7,0.8,10.2,3.7,0.9,255.9,19.5,64.6,44.6,23.5,0,16,139.2,34.6,34.1,50.2,39.1,4.1,8.4,17.9
MAY,1914,298.8,NA,317.9,77,51.5,77.7,36.9,21.3,5.8,55.3,230.9,5.4,21,76.1,91.9,150.1,164.2,1.6,120.7,15.2,16.3,276.5,34.2,175,17.3,53.2,4.9,62.6,247.7,57.1,41.5,82.3,15.9,13.4,3,30.5
JUN,1914,383.3,NA,403.9,84.4,186.1,171.7,743.2,107.6,88.3,37.2,192.8,222.3,51.1,135.1,86.1,123.8,565.3,706.9,377.1,188.3,297,342.6,74.4,255.8,58.9,65.3,161.3,69.6,402.2,37.9,233.1,141.3,239.5,127.7,51.6,48.3
JUL,1914,792.8,NA,396.4,269.1,493.8,157.4,1583.7,544.5,325.3,407.7,400.8,488.8,252,495.4,369.9,354.4,857.7,1370.3,347.5,348.8,177.2,437.4,220.9,397.7,290.9,72.5,118.1,309.7,351.3,37.6,271.3,563.3,341.2,352.6,125.3,335.2
AUG,1914,520.5,NA,472.9,460.4,373,178.5,933.8,339.8,125.6,346.1,218.8,137.7,100,292.7,159.3,337,402.2,797.6,220.4,204.3,151.7,501.5,237.1,309.7,75.6,130,36.5,153.3,741.7,98.4,195.1,377.8,245.6,155.2,54.1,195.6
SEP,1914,310.8,NA,292.3,98.4,234.1,292.4,302.8,138.4,107.8,92.1,186.4,234.9,182.9,269.6,103.3,159.5,241,549.9,26.5,211.6,258.3,262,152.1,342.2,193.1,171.9,238,107.9,392.8,132.2,278.6,439.6,266.6,154.7,48.3,212.8
OCT,1914,139.8,NA,67.6,10.1,5,22.8,125.9,8.4,11.3,2.6,28.5,8.5,18.7,71.6,157.3,16.7,374.4,21.9,437,22.1,23.9,106,24.9,12.9,34.7,83.4,4.2,115.3,43,281.2,16.2,27.1,6.1,6.3,4,11.3
NOV,1914,184.4,NA,10.6,0,0.2,17.8,102.7,1.9,8.6,0.1,0,6,2,22.5,43,0,100.9,11.2,172,36.6,20.9,13.8,43,1,8.1,61.3,4.1,64,14.8,129.1,10.3,22.3,5.7,10.7,3.1,5.5
DEC,1914,289.7,NA,7.4,0.6,6.8,5.1,36.6,2.8,0,0.2,16.4,0,0.3,51.9,95.6,6.2,135.2,3.6,258.9,7.6,27.3,105.4,18.2,6.8,8.7,12.4,0,26,0.3,132,2,0.5,13.1,1.7,0,0
JAN,1915,45,NA,9.3,8.2,25,21.1,0.1,16.2,19,12.5,6.1,7.5,30.7,62.2,47.4,7.7,16.9,0,0,8.6,28,13.9,26.5,15.4,28.7,44.9,1.3,9.7,1,35.1,15.4,32.4,33.3,9.5,7,20.2
FEB,1915,56.7,NA,58.9,57.1,42.4,17.9,2.3,36.7,30.2,45.5,9.1,1.9,49.1,100.4,218.3,36.7,23.5,4.7,0,6.6,2.6,35.5,2.4,21.4,59.8,4.8,1.3,2.6,52.9,18.1,8.6,126.3,9.1,24.5,19.7,60.7
MAR,1915,33.3,NA,74.4,22.5,19.7,53.3,2,52.6,33.2,25.6,79.5,12.1,40.9,90,109.7,33.4,42.7,5.9,22.9,13.9,55.9,89.4,25.6,37.3,48.3,80.2,7.9,31.6,50.4,43.6,77.8,101,65.9,34.3,15.4,50.3
APR,1915,40.9,NA,201.9,6.4,16.6,44.8,48.8,8.3,2.3,5.8,26.5,1.6,7.1,66.6,132.3,10.7,106,10.2,50.5,21.9,18.9,198.9,32.4,25.2,9.3,11.9,7.2,43.9,72.7,37,18.8,40.6,18.9,5.4,0.1,7.4
MAY,1915,170.2,NA,662.9,72.5,21.2,63.5,75.2,10.4,5,20.1,122.5,2.3,8,19.4,18.2,58.6,154.5,7.7,143.3,12.1,11.5,448.9,40.3,74.5,4.3,47.4,1.3,66.5,366.4,52.4,26.7,57.2,13.1,6.6,0.6,11.9
JUN,1915,334.7,NA,509.1,149.1,131.3,177.3,785,178.2,33.7,107.9,224.5,128.7,39.9,67.5,54.4,149.7,696.1,845.1,183.4,195.2,207.8,465.2,107.2,165.1,22.5,55.3,34.9,222.9,352.7,66.4,165.6,129.8,190.2,124.2,16.3,58.5
JUL,1915,269,NA,738.2,321.3,364.6,134.8,773.2,378.4,70,285.4,228.5,128.9,66.9,249,87.7,270.2,775.6,734.4,461.6,225.4,146.8,478,150.1,239.4,54.1,155.3,99.3,184.2,509.1,117.7,140.4,370.2,311,179,25.8,196
AUG,1915,317.2,NA,529.1,415,435.9,226.5,388.9,416.2,108.8,417.2,236.7,116.3,69.9,380.6,174.6,220.5,298.8,355.1,76,80,96.1,510.5,57.8,313,67.4,59.7,12.3,75.7,610.7,82.9,236.2,539.9,229.6,215.2,19,241.3
SEP,1915,429.8,NA,258.8,185.1,251,170.5,304,159.7,29.5,387.4,229.3,52.7,101.7,157.7,71.7,214.7,396.6,412.2,222.1,228.5,299.1,310.4,173.6,270.8,105.5,167.9,29.5,185,359,133,186.8,178.3,195.2,90.1,12.3,136
OCT,1915,468.1,NA,108.2,75.3,121,228.8,168.3,116.2,69.1,98.6,88.3,112.3,6.4,23.4,27.6,60,196.6,137.4,151.6,76.8,99.7,231.1,89.3,149.2,19.3,64.6,50.6,106.7,116.5,99.9,122,12.9,111,75.5,31.1,18.4
NOV,1915,258.4,NA,10,36.7,27.2,208.8,96.9,6.7,0,1.9,59,2.8,0,0,0,39.9,302.5,12.8,155.8,20.9,10.1,37.7,42.6,125.6,0,225.1,0,93.4,13,241,23.6,0,7.4,3.8,0,0
DEC,1915,318,NA,4.4,0.3,0,0,4.2,2.8,0.8,1.9,0.3,0.2,1.8,20,21.9,0.1,14.9,0.3,78.3,18,25.1,0.4,5.5,0,2.4,5.9,0.2,9.5,0.6,61.5,0.1,12.6,15,4.6,0,1.8
JAN,1916,0,48.1,20,0.6,0,0.2,0,0,0,0,0.6,0,0.5,10.4,37.5,0,0,0,0.3,0,0,13.2,0,0,2.8,0,0,0,6.6,0.1,0,3.9,0,0,1.5,0.1
FEB,1916,0,69.8,28,16.5,26.5,5.1,0,26.6,3.2,20.1,2.1,0,15.7,75.3,159.4,14.3,7.8,0,13.2,0.2,5,17.5,1.2,4.9,20.9,1.3,0,0.1,17.6,3.2,4.1,35.6,14.4,8.6,0.3,17.9
MAR,1916,0,71.1,118.4,0.3,2.1,0.5,0.3,0.1,0,0,0.5,0.2,0.2,33.7,69,0.2,22,0,32,0.4,3,37.3,0.2,0.8,2.8,0,0,0.2,8.7,3.1,0,1.9,0.8,0,0.2,0
APR,1916,0.5,316.1,227.9,25.3,6.9,16.3,25.2,2.2,0.3,6.9,58.3,0.1,2.3,41.8,67.7,17.1,82.4,2.4,28.7,4.9,1.7,212.5,22.7,33.8,4.4,7.9,0,23.9,165.3,19.2,15.9,20.6,2.2,0.2,1.7,2.5
MAY,1916,487.4,424.6,340.6,25.1,20.2,43.9,88.7,6.3,10,7.3,42.3,8.7,12.5,35.3,58.6,22.6,199,39.9,130.5,55.2,43.6,131.8,60.1,45.5,8.2,32.9,2.7,146.3,305.4,61.1,16.1,49,21.7,17.7,16.4,10.4
JUN,1916,450.1,1124.9,367.3,270.3,325.5,157.9,1051.4,286,87.6,243.5,378.5,126.7,71.2,238.9,92.9,283.5,920.2,832.7,327.6,144.8,149.8,363.8,97.4,339.6,33.9,48.1,21,184,649,34.5,233.2,373.8,257,220,21.2,139.9
JUL,1916,317.3,NA,475.3,445.6,289.4,282.1,633.5,250.5,159.4,314.8,148.9,168.3,139.7,275.8,244.3,224.9,513.9,765.6,445.9,257.6,374.7,491.4,234,250.7,238.3,210.1,105.7,188.5,1020.8,168.6,216.4,432.3,345.3,242.5,66.1,299.7
AUG,1916,425,629.7,430.7,325.2,374.6,197.1,617,452.7,435.8,351.2,320.5,418.9,217.7,254.9,216.5,303.2,396.9,851.1,31.8,185.9,139.7,419.3,82.4,334.7,184.1,160.2,238.9,204.7,514.9,125.5,137,397.7,306.2,474.4,191.5,356.9
SEP,1916,561.2,333.9,308.8,265.2,199.2,166.2,587.8,253.2,122.3,197.4,283.8,193.6,107.8,118.9,46.9,231.5,339.3,620.1,275.4,217.5,305.1,388.5,190.8,197.6,71.3,182.9,98.3,145.5,571.9,94.7,291.8,280.1,253.1,153.4,102.8,230.5
OCT,1916,369.7,NA,244.9,130.1,178.4,355.9,208.7,177.4,24.7,55.5,286.7,32.4,61.6,86.9,30.9,253.2,320.7,204.7,85.2,136.8,115,417.5,197.3,216.1,21.1,252.5,29.3,178.4,209.9,208.6,153.1,83.8,124.1,76.8,20,48.9
NOV,1916,192.6,NA,32.8,0.4,20.3,126,255.2,25.2,1.9,5.1,78.2,4,0,0,3.4,13.8,134.3,86.1,17.5,69.1,40.3,55,201.8,55.8,0,140.9,0,151.6,5.6,145.7,95.1,0,37.4,25.5,0,7.4
DEC,1916,133.7,NA,6.3,0,0,0.1,0,0,0,0,0.1,0,0,0.2,7.2,0,8.9,0,10.4,0.1,0,7.1,0,0,0.6,10.4,0,7.4,1.1,33.2,0,0,0,0,0,0
